STUDYPROGRAMSYSTEM	ACADYEAR	SEMESTER	COURSECODE	SECTION	NAMEENGLISHABBR	INSTRUCTORS	AVG_GPA
S	2007	1	2103241	3	THERMODYNAMICS I	NFW	2.24
S	2007	1	2103295	1	BASIC THERMO	PCK	2.36
S	2007	1	2103295	2	BASIC THERMO	PSK	1.92
S	2007	1	2103295	3	BASIC THERMO	CKK	2.96
S	2007	2	2103295	1	BASIC THERMO	PCK	2.34
S	2007	2	2103295	2	BASIC THERMO	MTP	2.46
S	2007	1	2103302	1	ENG MEASUREMENTS	JMP,WYC,SBK	2.80
S	2007	2	2103303	1	NUM MTHD MECH ENG	PDP,RCR,NWP	3.10
S	2007	2	2103304	1	AUTO CONTROL I	VSB	2.70
S	2007	1	2103313	1	MECH SYS DESIGN I	KBK,CBJ,WWS	2.72
S	2007	2	2103314	1	MECH SYS DESIGN II	CBJ	3.23
S	2007	2	2103314	2	MECH SYS DESIGN II	KBK	3.31
S	2007	2	2103314	3	MECH SYS DESIGN II	WWS	3.35
S	2007	1	2103322	1	MECH MACHINERY	CKK	2.63
S	2007	1	2103322	2	MECH MACHINERY	RCR	2.04
S	2007	2	2103332	1	SHIPBUILDING ENG	CVP	3.38
S	2007	1	2103335	1	VEH STRUC ANAL I	KBK	3.63
S	2007	2	2103342	1	THERMODYNAMICS II	CTT,RCK	2.70
S	2007	2	2103351	1	FLUID MECHANICS I	SCP	2.19
S	2007	2	2103351	2	FLUID MECHANICS I	ABJ	2.47
S	2007	2	2103351	3	FLUID MECHANICS I	PLP	2.26
S	2007	2	2103351	4	FLUID MECHANICS I	PSK	2.25
S	2007	2	2103351	5	FLUID MECHANICS I	BLN	2.43
S	2007	2	2103352	1	SHIP BUOY & STAB	TMW	3.50
S	2007	1	2103361	1	EN THERM DESIGN I	SCP	2.37
S	2007	2	2103362	1	EN THERM DESIGN II	SCP	2.83
S	2007	2	2103362	2	EN THERM DESIGN II	ABJ	3.62
S	2007	2	2103362	3	EN THERM DESIGN II	APP	3.79
S	2007	2	2103382	1	MECH VEHICLES I	CHT	4.00
S	2007	1	2103390	1	ME EXP/LAB I	ABJ,STAFF	3.10
S	2007	1	2103390	10	ME EXP/LAB I	ABJ,STAFF	2.90
S	2007	1	2103390	11	ME EXP/LAB I	ABJ,STAFF	2.75
S	2007	1	2103390	12	ME EXP/LAB I	ABJ,STAFF	3.10
S	2007	1	2103390	13	ME EXP/LAB I	ABJ,STAFF	2.90
S	2007	1	2103390	14	ME EXP/LAB I	ABJ,STAFF	3.30
S	2007	1	2103390	15	ME EXP/LAB I	ABJ,STAFF	2.75
S	2007	1	2103390	16	ME EXP/LAB I	ABJ,STAFF	2.80
S	2007	1	2103390	17	ME EXP/LAB I	ABJ,STAFF	3.40
S	2007	1	2103390	18	ME EXP/LAB I	ABJ,STAFF	3.00
S	2007	1	2103390	19	ME EXP/LAB I	ABJ,STAFF	3.00
S	2007	1	2103390	2	ME EXP/LAB I	ABJ,STAFF	3.10
S	2007	1	2103390	20	ME EXP/LAB I	ABJ,STAFF	3.17
S	2007	1	2103390	3	ME EXP/LAB I	ABJ,STAFF	3.20
S	2007	1	2103390	4	ME EXP/LAB I	ABJ,STAFF	3.00
S	2007	1	2103390	5	ME EXP/LAB I	ABJ,STAFF	3.00
S	2007	1	2103390	6	ME EXP/LAB I	ABJ,STAFF	3.00
S	2007	1	2103390	7	ME EXP/LAB I	ABJ,STAFF	3.10
S	2007	1	2103390	8	ME EXP/LAB I	ABJ,STAFF	3.10
S	2007	1	2103390	9	ME EXP/LAB I	ABJ,STAFF	3.10
S	2007	2	2103391	1	SEM TECH WRIT ME	PSG,STAFF	3.29
S	2007	2	2103393	1	ME LAB NON ME	STAFF	3.17
S	2007	2	2103393	2	ME LAB NON ME	STAFF	2.90
S	2007	2	2103393	3	ME LAB NON ME	STAFF	2.97
S	2007	2	2103393	4	ME LAB NON ME	STAFF	2.90
S	2007	2	2103393	5	ME LAB NON ME	STAFF	3.13
S	2007	2	2103393	6	ME LAB NON ME	STAFF	3.10
S	2007	2	2103393	7	ME LAB NON ME	STAFF	2.87
S	2007	2	2103393	8	ME LAB NON ME	STAFF	3.33
S	2007	2	2103404	1	DYN SYS SIMULATION	WWS	3.50
S	2007	1	2103405	1	AUTO CONTROL II	VSB	3.19
S	2007	2	2103406	1	DIGITAL CONTROL	VSB	3.21
S	2007	2	2103407	1	INDUSTRIAL CONTROL	WYC	3.83
S	2007	1	2103408	1	AUTOMOTIVE CONTROL	SCW	3.97
S	2007	2	2103421	1	INTRO FEM	PDP	3.43
S	2007	2	2103432	1	MECH OF MAT II	KMN,JKA	3.07
S	2007	1	2103433	1	INTRO MECH VIBRAT	TJW	3.01
S	2007	1	2103437	1	SHIP DESIGN I	TMW	4.00
S	2007	1	2103443	1	REFRIGERATION	TMW,RCK	3.42
S	2007	1	2103454	1	AIR CONDITIONING	STAFF	4.00
S	2007	2	2103454	1	AIR CONDITIONING	TMW,RCK	3.65
S	2007	2	2103462	1	FLUID MECHANICS II	SCP,ABJ	3.00
S	2007	1	2103463	1	HEAT TRANSFER	PCK,SPT	2.54
S	2007	1	2103465	1	FLUID POWER SYS	WYC	3.33
S	2007	1	2103467	1	COMBUSTION TECH	MTK	4.00
S	2007	2	2103471	1	INTER COMB ENGIN	KWC	2.86
S	2007	2	2103472	1	POWER PLANT ENG	CVP,MTK	2.75
S	2007	1	2103473	1	SHIP RESIS & POWER	CVP	4.00
S	2007	1	2103475	1	ENERGY MGT BLDG	STAFF	3.50
S	2007	2	2103475	1	ENERGY MGT BLDG	CTT	3.69
S	2007	1	2103477	1	DES INDUS PIPING	CVP	3.05
S	2007	1	2103479	1	AUTO MANU	STAFF	3.88
S	2007	1	2103481	1	AUTOMOTIVE ENG	KWC	3.50
S	2007	1	2103481	1	AUTOMOTIVE ENG	SSC	3.50
S	2007	1	2103481	3	AUTOMOTIVE ENG	STAFF	3.80
S	2007	1	2103481	4	AUTOMOTIVE ENG	NNW	4.00
S	2007	1	2103481	5	AUTOMOTIVE ENG	CHT	4.00
S	2007	2	2103481	1	AUTOMOTIVE ENG	SSC	3.29
S	2007	2	2103481	1	AUTOMOTIVE ENG	STAFF	3.29
S	2007	2	2103481	2	AUTOMOTIVE ENG	STAFF	3.28
S	2007	2	2103481	2	AUTOMOTIVE ENG	SSC	3.28
S	2007	2	2103481	3	AUTOMOTIVE ENG	STAFF	3.29
S	2007	2	2103481	4	AUTOMOTIVE ENG	STAFF	1.00
S	2007	2	2103481	6	AUTOMOTIVE ENG	STAFF	3.30
S	2007	2	2103484	1	MARINE ENG	TMW	4.00
S	2007	1	2103490	1	ME EXP/LAB II	STAFF	3.40
S	2007	1	2103490	10	ME EXP/LAB II	STAFF	4.00
S	2007	1	2103490	11	ME EXP/LAB II	STAFF	3.13
S	2007	1	2103490	12	ME EXP/LAB II	STAFF	3.13
S	2007	1	2103490	13	ME EXP/LAB II	STAFF	3.10
S	2007	1	2103490	14	ME EXP/LAB II	STAFF	3.00
S	2007	1	2103490	15	ME EXP/LAB II	STAFF	2.25
S	2007	1	2103490	16	ME EXP/LAB II	STAFF	3.50
S	2007	1	2103490	17	ME EXP/LAB II	STAFF	3.88
S	2007	1	2103490	18	ME EXP/LAB II	STAFF	3.00
S	2007	1	2103490	19	ME EXP/LAB II	STAFF	3.38
S	2007	1	2103490	2	ME EXP/LAB II	STAFF	3.40
S	2007	1	2103490	20	ME EXP/LAB II	STAFF	2.13
S	2007	1	2103490	21	ME EXP/LAB II	STAFF	2.88
S	2007	1	2103490	22	ME EXP/LAB II	STAFF	3.50
S	2007	1	2103490	23	ME EXP/LAB II	STAFF	3.75
S	2007	1	2103490	24	ME EXP/LAB II	STAFF	3.63
S	2007	1	2103490	3	ME EXP/LAB II	STAFF	3.00
S	2007	1	2103490	4	ME EXP/LAB II	STAFF	3.83
S	2007	1	2103490	5	ME EXP/LAB II	STAFF	3.75
S	2007	1	2103490	6	ME EXP/LAB II	STAFF	2.88
S	2007	1	2103490	7	ME EXP/LAB II	STAFF	3.25
S	2007	1	2103490	8	ME EXP/LAB II	STAFF	2.75
S	2007	1	2103490	9	ME EXP/LAB II	STAFF	3.25
S	2007	1	2103495	1	ADV TOP MECH I	CHT	3.16
S	2007	2	2103496	1	ADV TOP MECH II	TJW	4.00
S	2007	2	2103496	2	ADV TOP MECH II	NNW	4.00
S	2007	2	2103499	1	MECH ENG PROJECT	STAFF	3.79
S	2007	2	2103510	1	MECH COMPOSITE MTL	PSG	3.40
S	2007	1	2103530	1	INDUST ROBOTS I	RCR	3.17
S	2007	1	2103532	1	CAD/CAM	VSB	2.91
S	2007	1	2103532	2	CAD/CAM	VSB	3.00
S	2007	2	2103535	1	MECHATRONICS	RCR	3.56
S	2007	2	2103541	1	VIBRAT MONI ANAL	KBK,CKK,SCP	3.31
S	2007	1	2103552	1	INTR COMP FLUID	BLN	3.00
S	2007	1	2103555	1	ENGINE EMIS & CONT	KWC	3.94
S	2007	2	2103556	1	FUND ENG FUEL CTRL	KWC	3.71
S	2007	2	2103558	1	MAN INDUCT SYS DES	KWC	4.00
S	2007	1	2103560	1	GAS TURBINE PERF	CVP	3.75
S	2007	1	2103566	1	COMPRES FLUID DYN	ABJ	4.00
S	2007	2	2103567	1	TURB SHEAR FLOWS	ABJ	4.00
S	2007	1	2103601	1	ADV ENGR MATH	SPT	2.88
S	2007	2	2103602	1	MEAS AND INSTR	TJW,WYC	3.39
S	2007	1	2103604	1	ADV NUMER MTD	PDP	3.77
S	2007	1	2103612	1	ELASTICITY	PSG	3.38
S	2007	1	2103614	1	CONT MECH	KMN	3.00
S	2007	1	2103615	1	MECH VIBRATION	TJW,WYC	3.50
S	2007	2	2103617	1	ADVANCED DYNAMICS	TJW	3.50
S	2007	1	2103619	1	THEORY OF SHELLS	STAFF	3.50
S	2007	2	2103625	1	ADV FIN ELE MTD	PDP	3.56
S	2007	1	2103626	1	THERMAL STRE ANAL	PDP	3.69
S	2007	2	2103630	1	INDUST ROBOTS II	WWS,VSB	4.00
S	2007	1	2103631	1	CTRL DYN SYS	VSB	4.00
S	2007	2	2103632	1	APP NONLINEAR CTRL	VSB	3.50
S	2007	1	2103650	1	ADV ENGR THERMO	MTP	3.00
S	2007	2	2103652	1	COMBUSTION THEORY	SPT	2.00
S	2007	2	2103653	1	FLD DYN WIND TUR	SCP	.00
S	2007	1	2103655	1	CONV HEAT TRAN	PCK	3.50
S	2007	2	2103656	1	RAD HEAT TRAN	PCK	3.67
S	2007	2	2103658	1	ADV INT COMB ENGIN	KWC	4.00
S	2007	2	2103659	1	UTIL ALTER FUELS	KWC	3.25
S	2007	2	2103663	1	ADV REFIN AIR COND	TMW,STAFF	3.83
S	2007	1	2103664	1	DESIGN OF THER SYS	CVP	3.45
S	2007	2	2103665	1	ADVANCED CFD	SPT	3.13
S	2007	1	2103666	1	FEM CFD	PDP	4.00
S	2007	1	2103701	1	SEL TOP MECH ENG	TJW	4.00
S	2007	1	2103701	2	SEL TOP MECH ENG	KWC	4.00
S	2007	1	2103720	1	TH OF ELAS STA II	STAFF	2.50
S	2007	2	2103721	1	FRACTURE MECHANICS	JKA	4.00
S	2007	2	2104121	1	INTRO MFG PROC	STAFF	2.47
S	2007	2	2104121	2	INTRO MFG PROC	STAFF	2.61
S	2007	2	2104121	3	INTRO MFG PROC	STAFF	2.43
S	2007	2	2104121	4	INTRO MFG PROC	STAFF	2.47
S	2007	2	2104121	5	INTRO MFG PROC	STAFF	2.68
S	2007	2	2104121	6	INTRO MFG PROC	STAFF	2.56
S	2007	2	2104121	7	INTRO MFG PROC	STAFF	2.71
S	2007	2	2104131	1	GO	PLK	3.90
S	2007	1	2104202	1	MANU PROC ANAL	STAFF	3.50
S	2007	1	2104203	1	ENG MANAGEMENT	STAFF	2.84
S	2007	1	2104221	1	MFG PROC	STC,SPJ	2.55
S	2007	1	2104222	1	MFG PROC LAB	PLK,SPJ,STC	4.00
S	2007	1	2104222	2	MFG PROC LAB	PLK,SPJ,STC	4.00
S	2007	1	2104223	1	ENG STAT I	ASC,WTP	2.76
S	2007	1	2104224	1	DWG PRAC IE	PLK	3.21
S	2007	1	2104224	2	DWG PRAC IE	PLK	3.61
S	2007	1	2104225	1	ENG ECON	SRT,PCV	2.72
S	2007	2	2104225	1	ENG ECON	SRT,PCV,ASC	2.72
S	2007	2	2104226	1	INTRO MFG SYS	RBD	3.25
S	2007	2	2104227	1	AUTOMATION	PLK	2.30
S	2007	2	2104227	2	AUTOMATION	PLK	2.31
S	2007	2	2104228	1	ENG STAT II	STP,JJT,ASC	2.89
S	2007	2	2104229	1	OR I	WTP	2.86
S	2007	2	2104230	1	QUALITY MANAGEMENT	DTT,PAK,WCW	2.92
S	2007	1	2104301	1	QUAL CONTR	PAK,DTT,NOS	2.73
S	2007	2	2104311	1	INTRO SAFETY ENG	JRK,VRJ,HMR	3.25
S	2007	1	2104321	1	MFG PROC PROJ	PLK,STC	3.63
S	2007	1	2104321	2	MFG PROC PROJ	PLK,STC	3.94
S	2007	1	2104322	1	OR II	STP,SSV	3.16
S	2007	1	2104323	1	QUALITY CONTROL	JMK,DTT,NOS	2.87
S	2007	1	2104324	1	WORK DESIGN	VRJ,JMK,WCW	2.85
S	2007	1	2104324	2	WORK DESIGN	VRJ,JMK,WCW	2.69
S	2007	1	2104325	1	OPN MGT	MRD	3.37
S	2007	1	2104326	1	COMP/IT IE	PLK	3.11
S	2007	1	2104326	2	COMP/IT IE	PLK	3.10
S	2007	1	2104327	1	COST ANALYSIS/BDGT	JNP,SRT	2.95
S	2007	2	2104327	1	COST ANALYSIS/BDGT	JNP	3.00
S	2007	2	2104328	1	FACILITY DESIGN	BTP,SSV	2.92
S	2007	2	2104421	1	IND ORG/MGT	RBD,STAFF	3.52
S	2007	2	2104422	1	IE SERV IND	WCW	4.00
S	2007	2	2104456	1	ERGONOMICS	HMR	3.55
S	2007	1	2104459	1	VALUE ENGINEERING	JRK,SPJ	3.60
S	2007	2	2104461	1	MAINTENANCE MGT	JRK,SPJ,STAFF	4.00
S	2007	1	2104463	1	PROJ FEAS STUDY	STAFF	3.44
S	2007	1	2104470	1	SIM MODEL ANAL	PST	4.00
S	2007	1	2104491	1	IE PRE-PROJ	STAFF	3.93
S	2007	1	2104493	2	SPEC PROB IE III	STAFF	3.87
S	2007	1	2104494	1	ADV TOP IE III	STAFF	4.00
S	2007	1	2104495	1	ADV TOP IN IE I	SST	3.93
S	2007	1	2104496	1	ADV TOP IN IE II	STAFF	3.86
S	2007	1	2104499	1	IND ENG PROJECT	STAFF	4.00
S	2007	2	2104499	1	IND ENG PROJECT	STAFF	3.96
S	2007	1	2104505	1	MACHINE APPRAISAL	JRK	3.50
S	2007	1	2104505	9	MACHINE APPRAISAL	JRK	3.92
S	2007	2	2104506	1	ENG PROJ MGT	MRD	3.36
S	2007	2	2104506	9	ENG PROJ MGT	MRD	3.30
S	2007	2	2104507	1	LOG SCM	SSV	3.81
S	2007	1	2104508	1	ENG DES ANAL EXP	PCT	3.83
S	2007	1	2104509	1	WHS WHSG MGT	RBD	3.94
S	2007	2	2104511	1	INTRO VE	STAFF	4.00
S	2007	2	2104513	1	IE INTEGRATION	RBD	3.75
S	2007	1	2104515	1	RESPONSIBLE CARE	JRK	4.00
S	2007	2	2104516	1	QUAL IMPR	NOS,WCW	4.00
S	2007	2	2104518	1	QUALITY SYSTEM	DTT,PAK,STAFF	3.50
S	2007	2	2104518	9	QUALITY SYSTEM	DTT,PAK,STAFF	3.70
S	2007	2	2104520	1	VISUAL FACTORY	JRK	3.89
S	2007	2	2104521	1	COMP PROG IE	PLK	3.90
S	2007	2	2104521	9	COMP PROG IE	PLK	3.67
S	2007	2	2104555	1	SYSTEM SAFETY	JRK	4.00
S	2007	1	2104559	1	RISK MGT INDUS	PAK,DTT	3.73
S	2007	1	2104559	9	RISK MGT INDUS	PAK,DTT	3.66
S	2007	1	2104602	9	ANAL BUS SYS	VRJ	3.80
S	2007	2	2104603	1	ADV QUALITY CONTRL	JMK,DTT,PAK	3.41
S	2007	1	2104606	1	ADV IND ORG/MGT	STAFF	3.72
S	2007	1	2104606	9	ADV IND ORG/MGT	STAFF	3.86
S	2007	2	2104609	1	RELI TH IN EN	JNP	3.54
S	2007	2	2104609	9	RELI TH IN EN	JNP	3.50
S	2007	2	2104611	1	INV ANALYSIS	PCV,STP	3.69
S	2007	2	2104611	9	INV ANALYSIS	PCV,STP	3.30
S	2007	1	2104612	1	COMP SIM TECH	STP,PCT,WTP	3.43
S	2007	2	2104613	1	PRIN OF OPTIMIZE	SPC	3.41
S	2007	2	2104613	9	PRIN OF OPTIMIZE	SPC	3.05
S	2007	2	2104616	1	ACTIVITY SCHED	PCT	3.44
S	2007	1	2104617	1	IND SCH	PCT	3.79
S	2007	1	2104617	9	IND SCH	PCT	3.44
S	2007	2	2104624	1	FACT & PROD MGT	SRT	4.00
S	2007	2	2104625	1	COM STAT DATA ANAL	NOS,PCT	3.85
S	2007	2	2104625	9	COM STAT DATA ANAL	NOS,PCT	3.64
S	2007	1	2104627	1	PROD&PRODT DESIGN	STAFF	3.46
S	2007	1	2104627	9	PROD&PRODT DESIGN	STAFF	3.60
S	2007	1	2104637	1	COOR & COMM	JJT	3.64
S	2007	1	2104642	1	DEC SUP SYS	JRK	4.00
S	2007	1	2104642	9	DEC SUP SYS	JRK	3.77
S	2007	2	2104648	1	STRATEGIC PLAN ENG	BTP	3.50
S	2007	2	2104648	9	STRATEGIC PLAN ENG	BTP	3.66
S	2007	1	2104650	1	PROJ MGT CPT	SRT	3.70
S	2007	2	2104671	1	ADV WORK DES	STAFF	3.83
S	2007	2	2104671	1	ADV WORK DES	JRK,PLD,HMR	3.83
S	2007	1	2104677	1	SEM SAFETY ENG	JRK,HMR	3.57
S	2007	1	2104677	1	SEM SAFETY ENG	STAFF	3.57
S	2007	2	2104677	9	SEM SAFETY ENG	HMR,JRK	3.77
S	2007	1	2104711	9	ADV MANU ENG	STC,SPJ	4.00
S	2007	1	2104719	9	PROD DEV COMPET	RBD	3.73
S	2007	1	2105270	1	ANAL CHEMISTRY	STAFF	3.73
S	2007	1	2105270	2	ANAL CHEMISTRY	STAFF	3.52
S	2007	1	2105271	1	PHYSICAL CHEMISTRY	SKP,CSK,STY	3.01
S	2007	1	2105271	1	PHYSICAL CHEMISTRY	STY,CSK,SKP	3.01
S	2007	1	2105271	2	PHYSICAL CHEMISTRY	STY,CSK,SKP	3.27
S	2007	1	2105271	2	PHYSICAL CHEMISTRY	SKP,CSK,STY	3.27
S	2007	2	2105272	1	ORGANIC CHEMISTRY	STAFF	3.50
S	2007	2	2105272	2	ORGANIC CHEMISTRY	STAFF	3.39
S	2007	2	2105273	1	CHEM ENG PRIN/CAL	STAFF	2.53
S	2007	2	2105273	2	CHEM ENG PRIN/CAL	STAFF	2.67
S	2007	2	2105360	1	APP MATH CHE I	TMK,JPN,ASR	3.43
S	2007	2	2105360	2	APP MATH CHE I	TMK,JPN,ASR	3.41
S	2007	1	2105361	1	APP MATH CHE II	TMK,UPC,STAFF	2.59
S	2007	1	2105361	2	APP MATH CHE II	TMK,UPC,STAFF	2.70
S	2007	1	2105370	1	CHEM ENG THERMO I	STAFF	2.55
S	2007	1	2105370	2	CHEM ENG THERMO I	STAFF	2.51
S	2007	1	2105373	1	CHEM ENG KIN REACT	PPS,AKS	2.47
S	2007	1	2105373	2	CHEM ENG KIN REACT	SPP,BJJ	3.22
S	2007	2	2105375	1	CHEM ENG THERMO II	STY,SDK,SPN	2.86
S	2007	2	2105375	2	CHEM ENG THERMO II	STY,SDK,SPN	2.86
S	2007	2	2105379	1	UNIT OPER II	PPT	2.61
S	2007	2	2105379	2	UNIT OPER II	SPN,DCS	2.60
S	2007	2	2105380	1	UNIT OPER LAB I	STAFF	2.83
S	2007	2	2105380	2	UNIT OPER LAB I	STAFF	3.00
S	2007	2	2105380	3	UNIT OPER LAB I	STAFF	3.29
S	2007	2	2105380	4	UNIT OPER LAB I	STAFF	2.89
S	2007	2	2105380	5	UNIT OPER LAB I	STAFF	3.50
S	2007	2	2105380	6	UNIT OPER LAB I	STAFF	3.13
S	2007	2	2105380	7	UNIT OPER LAB I	STAFF	2.93
S	2007	2	2105380	8	UNIT OPER LAB I	STAFF	3.00
S	2007	1	2105381	1	UNIT OPER LAB II	STAFF	3.53
S	2007	1	2105381	2	UNIT OPER LAB II	STAFF	3.48
S	2007	1	2105381	3	UNIT OPER LAB II	STAFF	3.16
S	2007	1	2105381	4	UNIT OPER LAB II	STAFF	3.08
S	2007	1	2105381	5	UNIT OPER LAB II	STAFF	3.13
S	2007	1	2105381	7	UNIT OPER LAB II	STAFF	3.20
S	2007	1	2105381	8	UNIT OPER LAB II	STAFF	3.00
S	2007	1	2105382	1	UNIT OPER I	STAFF	2.79
S	2007	1	2105382	2	UNIT OPER I	STAFF	3.13
S	2007	1	2105390	1	COMP APP CHEM ENG	STAFF	3.18
S	2007	1	2105390	2	COMP APP CHEM ENG	STAFF	3.26
S	2007	1	2105408	1	CHEM ENG PROC	DCS,WSN	3.31
S	2007	1	2105408	2	CHEM ENG PROC	STAFF	3.31
S	2007	1	2105408	2	CHEM ENG PROC	DCS,WSN	3.31
S	2007	2	2105408	1	CHEM ENG PROC	DCS,KNT	3.21
S	2007	2	2105430	1	PARTICLE TECH	TCP,NTN,STAFF	3.96
S	2007	2	2105445	1	CAT REACT ENG FUND	TMK,JPN	4.00
S	2007	2	2105452	1	FERMENT PROCESSES	CSK,PPS	3.86
S	2007	2	2105456	1	POLYMER SC	SCV	3.96
S	2007	1	2105462	1	INT CHEM ENG DSGN	JTN,DCS	2.87
S	2007	1	2105462	2	INT CHEM ENG DSGN	STAFF	3.19
S	2007	1	2105469	1	UNIT OPER III	VPJ,SRD,KNT	3.23
S	2007	1	2105469	2	UNIT OPER III	JTN,VTP,SPN	2.84
S	2007	1	2105472	1	PROC DYN CONTROL	STAFF	3.14
S	2007	1	2105472	2	PROC DYN CONTROL	STAFF	2.67
S	2007	2	2105472	1	PROC DYN CONTROL	MWS	1.50
S	2007	2	2105473	1	CHEM ENG PLNT DSGN	STAFF	3.27
S	2007	2	2105473	1	CHEM ENG PLNT DSGN	JTN,DCS	3.27
S	2007	2	2105473	2	CHEM ENG PLNT DSGN	STAFF	3.51
S	2007	2	2105473	2	CHEM ENG PLNT DSGN	JTN,DCS	3.51
S	2007	2	2105474	1	TRANS PHENOMENA	VPJ,VTP	2.67
S	2007	2	2105474	2	TRANS PHENOMENA	VPJ,VTP,ASP	3.11
S	2007	2	2105476	1	PROCESS SIMULATION	DCS	3.67
S	2007	2	2105478	1	PETROCHEM ENG PROC	JTN	3.91
S	2007	2	2105479	1	POLYMER ENG	SRD	3.97
S	2007	1	2105480	1	SAFETY CHEM OPER	VCV,PPS	3.39
S	2007	1	2105480	2	SAFETY CHEM OPER	VCV,PPS	3.06
S	2007	2	2105482	1	ENV CHEM ENG	VCV,PPS,WSN	2.96
S	2007	2	2105482	2	ENV CHEM ENG	VCV,PPS,WSN	2.82
S	2007	3	2105482	1	ENV CHEM ENG	PPS	1.00
S	2007	2	2105488	1	NANOTECH ENG	STAFF	3.26
S	2007	2	2105499	1	CHEM ENG PROJECT	STAFF	3.97
S	2007	2	2105522	1	DYNAM PROC SIMUL	SKH	4.00
S	2007	2	2105599	1	BAT CHEM PROC	PKS	3.83
S	2007	1	2105601	1	ADV MATH FOR CHE	PKS,MWS	2.80
S	2007	1	2105601	9	ADV MATH FOR CHE	PKS,MWS	1.99
S	2007	1	2105602	1	ADV TRANS PHENOM	PPT,VTP	2.98
S	2007	1	2105603	1	ADV CHE THERMO	TCP,STY	3.68
S	2007	1	2105603	9	ADV CHE THERMO	TCP	3.75
S	2007	1	2105604	1	ADV CHE KINETICS	JTN,STAFF	2.92
S	2007	1	2105604	9	ADV CHE KINETICS	JTN,STAFF	3.25
S	2007	2	2105609	1	ADV PARTICLE TECH	NTN,TCP,STAFF	3.61
S	2007	2	2105610	1	MEMBRANE TECH	SKP,SAS	3.89
S	2007	2	2105611	1	SEP TECH MEM APP	UPC	3.85
S	2007	2	2105613	1	MASS TRANS OP	JTN	3.60
S	2007	2	2105613	9	MASS TRANS OP	JTN	3.29
S	2007	2	2105619	1	ADV AUTO PROC CON	PKS	3.52
S	2007	2	2105621	1	MULTI PROC CONT	MWS	3.50
S	2007	2	2105623	1	OPTIMIZATION	MWS,SKH	3.29
S	2007	2	2105624	1	COMP PROC CONTROL	MWS,SKH	3.40
S	2007	2	2105624	9	COMP PROC CONTROL	MWS	3.50
S	2007	1	2105626	1	ADV HEAT TRANS	JTN	3.67
S	2007	2	2105630	1	HET CAT REAC MODEL	TMK,SAS	4.00
S	2007	2	2105631	1	ADV CAT POLYMERS	STY,BJJ	3.72
S	2007	2	2105632	1	PETROCHEM TECH	JTN	3.63
S	2007	2	2105634	1	CATALYSIS	JPN,BJJ	3.92
S	2007	2	2105634	9	CATALYSIS	JPN,BJJ	3.98
S	2007	2	2105637	1	DSGN IND CATALYSTS	PPT	4.00
S	2007	2	2105638	1	ADV POLYMER ENG	NTN,SRD,SDK	3.91
S	2007	2	2105641	1	BIODE MAT ENG	SKP,SDK	3.78
S	2007	2	2105649	1	POLYM BLEND COMPST	SRD	4.00
S	2007	2	2105650	1	BIOCHEM ENG	SPN,STAFF	3.32
S	2007	2	2105651	1	BIOREACTOR DSGN	SKP,PPS	3.67
S	2007	2	2105659	1	BIOSEPARATION TECH	ASP,STAFF	3.72
S	2007	2	2105667	2	LOSS PREVENT CH OP	VCV	3.44
S	2007	2	2105671	1	PROCESS DYNAMICS	MWS	3.15
S	2007	2	2105678	1	INTRO NANOTECH	NTN,TCP,STAFF	3.87
S	2007	2	2105682	1	SURFACE TECH	VPJ,ASR	3.31
S	2007	2	2106203	1	APP CHEM	DWD,QLP	3.67
S	2007	2	2106204	1	APP CHEM LAB	DWD	3.93
S	2007	1	2106206	1	CHEM PET ENG	DWD	4.00
S	2007	1	2106207	1	CHEM PET ENG LAB	DWD	4.00
S	2007	1	2106207	2	CHEM PET ENG LAB	DWD	4.00
S	2007	1	2106251	1	GENERAL GEOLOGY	SPJ	3.92
S	2007	1	2106251	1	GENERAL GEOLOGY	SPV	3.92
S	2007	2	2106252	1	MINERALS/ROCKS	STC	2.72
S	2007	2	2106261	1	PETROLEUM GEOLOGY	SPV	4.00
S	2007	1	2106263	1	FUND PE	STAFF	3.43
S	2007	2	2106265	1	ROCK/FLUID PROP	SNR	3.25
S	2007	1	2106296	1	ENGINEER GEOLOGY	STC	2.30
S	2007	1	2106296	2	ENGINEER GEOLOGY	STC	2.24
S	2007	1	2106296	3	ENGINEER GEOLOGY	STC	2.58
S	2007	1	2106313	1	MIN ENG	SPP	2.96
S	2007	2	2106314	1	HEAVY EQUIP MACH	SSP	2.65
S	2007	2	2106315	1	MIN ENG LAB	SPP	3.56
S	2007	1	2106331	1	MINERAL PROC ENG	PMN	4.00
S	2007	1	2106332	1	RES PROC LAB I	SSS	3.58
S	2007	2	2106333	1	RES PROC LAB II	SSS	3.00
S	2007	2	2106361	1	WELL LOGGING	YKD	3.75
S	2007	1	2106362	1	DRILLING ENG	JCR	3.56
S	2007	1	2106367	1	RESERVOIR ENG I	SNR	3.17
S	2007	1	2106368	1	RESERVIOR ENG II	SAG	3.63
S	2007	2	2106368	1	RESERVIOR ENG II	SAG	3.61
S	2007	2	2106412	1	RES ECON MGT	TBM	3.00
S	2007	1	2106413	1	RES ENV POLL PRVNT	QLP	3.33
S	2007	1	2106415	1	RES RECOV RECYCL	QLP,SSS	3.63
S	2007	1	2106421	1	UNDERGROUND EXC	SPP	3.10
